survey,item,variable,values,nonresponses,question_text,response_categories,group
eb681,trust_parties2,v149,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb681,trust_parl2,v151,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb682,corrupt_pol2,v133,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Politicians at the national level",0 not mentioned / 1 mentioned,corrupt
eb682,corrupt4,v127,c(1:4),,There is corruption in national institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb692,trust_parties2,v212,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb692,trust_parl2,v214,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb701,trust_parties2,v227,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb701,trust_parl2,v229,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb713,trust_parties2,v216,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb713,trust_parl2,v218,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb722,corrupt_pol2,v146,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Politicians at the national level",0 not mentioned / 1 mentioned,corrupt
eb722,corrupt4,v140,c(1:4),,There is corruption in national institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb724,trust_parties2,v213,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb724,trust_parl2,v215,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb734,trust_parties2,v270,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb734,trust_parl2,v272,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb742,trust_parties2,v299,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb742,trust_parl2,v301,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb761,corrupt_pol2,qc4_4,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Politicians at the national level",0 not mentioned / 1 mentioned,corrupt
eb761,corrupt4,qc1_4,c(1:4),,There is corruption in national institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb763,trust_parties2,qa10_5,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb763,trust_parl2,qa10_7,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb773,trust_parties2,qa13_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb773,trust_parl2,qa13_3,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb781,trust_parties2,qa11_5,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb781,trust_parl2,qa11_7,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb791,corrupt_party2,qb7_7,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Political parties",0 not mentioned / 1 mentioned,corrupt
eb791,corrupt4,qb15_2,c(1:4),,There is corruption in national public institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb791,corrupt4a,qb5,c(1:4),,How widespread do you think the problem of corruption is in (OUR COUNTRY)?,1 very widespread / 2 fairly widespread / 3 fairly rare / 4 very rare,corrupt
eb793,trust_parties2,qa12_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb793,trust_parl2,qa12_3,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb801,trust_parties2,qa10_5,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb801,trust_parl2,qa10_7,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb812,trust_parties2,qa7_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb812,trust_parl2,qa7_3,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb814,trust_parties2,qa9_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb814,trust_parl2,qa9_3,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb823,trust_parties2,qa8a_9,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb823,trust_parl2,qa8a_12,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb833,trust_parties2,qa8a_4,c(2:1),,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb833,trust_parl2,qa8a_7,c(2:1),,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb843,trust_parties2,qa8a_6,c(2:1),,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb843,trust_parl2,qa8a_9,c(2:1),,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb852,trust_parties2,qa8a_5,c(2:1),,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb852,trust_parl2,qa8a_8,c(2:1),,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb861,care4c,qb11_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb862,trust_parties2,qa8a_10,c(2:1),,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb862,trust_parl2,qa8a_13,c(2:1),,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb873,trust_parties2,qa8a_5,c(2:1),,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb873,trust_parl2,qa8a_8,c(2:1),,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb881,care4c,qc8_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb882,corrupt_party2,qb7_7,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Political parties",0 not mentioned / 1 mentioned,corrupt
eb882,corrupt4,qb15_2,c(1:4),,There is corruption in national public institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb882,corrupt4a,qb5,c(1:4),,How widespread do you think the problem of corruption is in (OUR COUNTRY)?,1 very widespread / 2 fairly widespread / 3 fairly rare / 4 very rare,corrupt
eb883,trust_parties2,qa8a_6,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb883,trust_parl2,qa8a_13,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb891,trust_parties2,qa8a_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb891,trust_parl2,qa8a_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb902,care4c,qc7_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb903,trust_parties2,qa8a_6,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb903,trust_parl2,qa8a_13,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb912,care4c,qa8_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb912,trust_parties2,qa3_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb912,trust_parl2,qa3_5,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb915,trust_parties2,qa6a_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb915,trust_parl2,qa6a_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb923,trust_parties2,qa6a_6,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb923,trust_parl2,qa6a_13,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb924,corrupt_party2,qb7_7,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Political parties",0 not mentioned / 1 mentioned,corrupt
eb924,corrupt4,qb15_2,c(1:4),,There is corruption in national public institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb924,corrupt4a,qb5,c(1:4),,How widespread do you think the problem of corruption is in (OUR COUNTRY)?,1 very widespread / 2 fairly widespread / 3 fairly rare / 4 very rare,corrupt
eb931,trust_parties2,qa6a_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb931,trust_parl2,qa6a_10,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb941,care4c,qa15_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb943,trust_parties2,qa6b_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb943,trust_parl2,qa6b_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb953,trust_parties2,qa6a_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb953,trust_parl2,qa6a_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb961,care4c,qa19_5,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
eb963,trust_parties2,qa6b_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb963,trust_parl2,qa6b_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb972,corrupt_party2,qa7_7,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Political parties",0 not mentioned / 1 mentioned,corrupt
eb972,corrupt4,qa15_2,c(1:4),,There is corruption in national public institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb972,corrupt4a,qa5,c(1:4),,How widespread do you think the problem of corruption is in (OUR COUNTRY)?,1 very widespread / 2 fairly widespread / 3 fairly rare / 4 very rare,corrupt
eb975,trust_parties2,qa6a_1,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb975,trust_parl2,qa6a_9,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb982,trust_parties2,qa6_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb982,trust_parl2,qa6_10,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb994,trust_parties2,qa6_2,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb994,trust_parl2,qa6_10,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
ess1,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess1,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess10,say5a,psppsgva,c(1:5),,And how much would you say that the political system in [country] allows people like you to have a say in what the government does?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess10,say5b,psppipla,c(1:5),,And how much would you say that the political system in [country] allows people like you to have an influence on politics?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess10,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess10,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess10,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess2,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess2,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess2,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess2_it,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess2_it,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess2_it,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess3,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess3,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess3,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess3_lv,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess3_lv,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess3_lv,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess3_ro,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess3_ro,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess3_ro,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess4,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess4,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess4,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess4_at,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess4_at,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess4_at,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess4_lt,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess4_lt,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess4_lt,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess5,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess5,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess5,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess5_at,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess5_at,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess5_at,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess6,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess6,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess6,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess7,care11,ptcpplt,c(0:10),,How much would you say that politicians care what people like you think?,0 not at all / 123456789 / 10 completely,eff
ess7,say11a,psppsgv,c(0:10),,And how much would you say that the political system in [country] allows people like you to have a say in what the government does?,0 not at all / 123456789 / 10 completely,eff
ess7,say11b,psppipl,c(0:10),,And how much would you say that the political system in [country] allows people like you to have an influence on politics?,0 not at all / 123456789 / 10 completely,eff
ess7,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess7,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess7,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess8,say5a,psppsgva,c(1:5),,And how much would you say that the political system in [country] allows people like you to have a say in what the government does?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess8,say5b,psppipla,c(1:5),,And how much would you say that the political system in [country] allows people like you to have an influence on politics?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess8,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess8,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess8,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess9,say5a,psppsgva,c(1:5),,And how much would you say that the political system in [country] allows people like you to have a say in what the government does?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess9,say5b,psppipla,c(1:5),,And how much would you say that the political system in [country] allows people like you to have an influence on politics?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess9,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess9,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess9,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
ess9_ro,say5a,psppsgva,c(1:5),,And how much would you say that the political system in [country] allows people like you to have a say in what the government does?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess9_ro,say5b,psppipla,c(1:5),,And how much would you say that the political system in [country] allows people like you to have an influence on politics?,1 not at all / 2 very little / 3 some / 4 a lot / 5 a great deal,eff
ess9_ro,trust_parl11,trstprl,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. [Country's] parliament?",0 no trust / 123456789 / 10 complete trust,trust
ess9_ro,trust_parties11,trstprt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Political parties?",0 no trust / 123456789 / 10 complete trust,trust
ess9_ro,trust_pol11,trstplt,c(0:10),,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Politicians?",0 no trust / 123456789 / 10 complete trust,trust
eurasiab2001,say4d,q040a4,c(4:1),,I can have influence on the national government,1 agree / 2 quite agree / 3 rather disagree / 4 disagree,eff
eurasiab2010,say4d,v137_4,c(4:1),,I can have influence on the national government,1 agree / 2 quite agree / 3 rather disagree / 4 disagree,eff
evs_combo,big2,e128,c(1:2),,"Generally speaking, would you say that this country is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people?",1 run by a few big interests / 2 run for all the people,eff
evs_combo,corrupt_officials4a,e196,c(4:1),,How widespread do you think bribe taking and corruption is in this country?,1 almost no public officials engaged in it / 2 a few are / 3 most are / 4 almost all public officials are engaged in it,corrupt
feb450,care4c,q7_4,c(4:1),,The interests of people like you are well taken into account by the political system in (OUR COUNTRY),1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,eff
fnes1995,care4a,q28,c(4:1),,In your opinion are politicians concerned with what people like yourself think?,1 a lot / 2 some / 3 a little / 4 not at all,eff
fsdelection_combo,care4,fnes170,c(1:4),5,Politicians are not interested in the opinions of ordinary people,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
fsdelection_combo,touch4,fnes169,c(1:4),5,Those elected to parliament soon lose touch with the problems of ordinary people,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
fsdelection_combo,vote4,fnes171,c(1:4),5,"Political parties are only interested in people's votes, not their opinions",1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
